"Gene.Name","EV-R1","EV-R2","EV-R3","KO-R1","KO-R2","KO-R3"
"ZCCHC10",7,4,12,1,4,5
"HSPA4",88,77,81,61,81,70
"VDAC1",43,48,47,35,39,53
"SKP1",90,106,91,69,92,71
"PPP2CA",26,14,20,20,26,18
"CDKL3",7,5,4,3,2,3
"LOC102546229",3,1,3,1,3,1
"LINC01843",2,2,4,3,0,0
"LINC01843",2,2,2,0,1,0
"LINC01843",23,14,24,6,4,7
"JADE2",6,3,3,4,4,0
"SEC24A",11,9,9,5,12,6
"C5orf24",38,14,20,13,13,20
"TXNDC15",45,44,26,24,26,19
"PCBD2",3,1,3,2,1,1
"H2AFY",94,58,53,48,44,31
"FBXL21P",35,24,31,24,33,38
"LECT2",0,0,1,0,0,1
"TGFBI",266,203,179,104,123,97
"TGFBI",367,379,371,185,208,173
"VTRNA2-1",18,7,14,3,6,6
"VTRNA2-1",4,2,5,2,4,7
"SMAD5",0,2,0,2,0,0
"SMAD5",31,26,26,13,24,9
"SMIM32",103,78,83,94,74,87
"HNRNPA0",0,1,0,0,0,0
"FAM13B",19,16,9,24,11,12
"FAM53C",14,14,15,10,5,5
"EGR1",0,0,0,0,0,0
"EGR1",5,8,8,1,2,1
"ETF1",54,45,41,28,42,42
"HSPA9",3,2,0,2,1,0
"CTNNA1",4,1,0,2,7,6
"SIL1",12,6,6,7,3,6
"MATR3",104,61,63,60,61,46
"UBE2D2",78,63,68,40,52,45
"CXXC5",7,5,6,5,5,2
"CXXC5",1,1,3,3,2,9
"CXXC5",13,11,10,5,3,4
"CXXC5",16,7,11,3,6,5
"CXXC5",4,3,5,4,2,1
"CXXC5",3,2,4,1,3,0
"PSD2-AS1",2,4,2,1,1,0
"PURA",4,6,6,0,2,1
"DNAH5",5,4,5,1,2,1
"CYSTM1",59,48,45,14,21,16
"PFDN1",17,6,6,8,5,7
"NDUFA2",113,118,100,95,113,94
"TRIO",5,2,5,1,2,2
"DIAPH1",25,17,32,14,16,11
"RNF14",6,5,1,0,4,1
"NDFIP1",56,17,28,31,59,36
"SPRY4",5,8,8,2,2,0
"SPRY4-AS1",5,2,4,2,1,2
"FGF1",1,2,3,0,1,1
"FGF1",2,0,1,0,0,0
"TRIO",1,3,6,8,6,4
"NR3C1",6,5,5,3,3,5
"NR3C1",0,0,0,0,1,0
"MIR5197",1,0,2,1,0,0
"MIR5197",0,0,1,0,0,0
"MIR5197",0,0,0,0,0,0
"OTULINL",0,0,0,0,0,0
"OTULINL",30,13,16,4,8,8
"SH3RF2",4,1,8,6,2,5
"LARS",57,44,38,39,41,37
"TCERG1",3,1,1,3,0,0
"OTULIN",19,16,19,11,7,8
"LOC100130744",11,6,12,5,4,3
"SPINK14",1,1,1,0,1,0
"SPINK14",3,2,4,1,1,5
"ANKH",0,0,0,0,0,0
"ABLIM3",5,2,3,4,6,3
"CSNK1A1",21,19,20,10,12,20
"ANKH",0,0,0,0,0,0
"PDGFRB",1,2,2,2,4,3
"RPS14",27,12,18,16,20,14
"NDST1-AS1",10,0,3,2,2,0
"NDST1",18,12,19,17,8,14
"NDST1",280,267,232,125,115,147
"SYNPO",2,4,2,2,1,3
"LOC100652758",0,1,1,1,0,0
"LARP1",1,2,2,1,1,0
"LARP1",5,1,4,5,0,2
"CNOT8",1,4,4,0,4,2
"KIF4B",0,0,0,0,1,0
"PPP1R2B",0,0,0,0,0,0
"HAVCR1",9,10,5,8,5,9
"MED7",2,1,1,1,1,0
"SDHAP3",6,3,5,1,3,2
"PWWP2A",1,0,0,0,0,1
"CCNJL",14,12,20,16,10,18
"MIR3142HG",4,1,2,3,0,1
"MIR3142",2,2,5,3,1,3
"ATP10B",0,0,0,1,0,1
"LINC02159",2,1,4,3,2,2
"CCNG1",5,14,3,2,1,7
"HMMR",6,7,4,4,8,4
"ZNF622",38,66,63,38,52,26
"WWC1",1,1,2,1,0,1
"WWC1",18,7,12,7,4,10
"WWC1",13,11,15,14,4,7
"PANK3",0,0,1,0,2,2
"PANK3",0,1,1,0,1,0
"GABRP",0,1,0,0,0,0
"TLX3",0,4,2,0,1,1
"NPM1",7,8,5,2,2,0
"MIR10522",0,0,0,1,2,0
"FBXW11",17,6,15,11,10,8
"FBXW11",7,4,7,5,5,2
"UBTD2",1,1,1,0,0,0
"MIR5003",1,6,5,0,0,0
"DUSP1",5,2,4,1,2,3
"DUSP1",2,2,0,2,0,1
"DUSP1",3,1,4,0,1,0
"DUSP1",4,3,0,0,1,0
"DUSP1",2,2,2,0,0,0
"ERGIC1",34,25,30,10,31,14
"ERGIC1",12,9,7,1,3,1
"MIR10523",7,6,3,1,5,5
"MIR10523",4,3,3,2,3,2
"BOD1",21,13,16,18,11,12
"LINC01485",0,0,0,1,0,0
"C5orf47",11,10,21,11,12,9
"C5orf47",0,0,2,0,0,0
"HIGD2A",177,171,169,117,127,84
"FAF2",7,8,8,6,2,4
"UIMC1",6,9,5,6,6,5
"ZNF346",32,21,27,23,19,17
"FGFR4",23,17,23,16,8,9
"FGFR4",6,6,2,7,7,7
"NSD1",14,10,11,14,8,12
"PRELID1",226,188,168,113,158,129
"MXD3",3,13,14,7,2,3
"MXD3",5,3,7,3,1,1
"MXD3",6,8,3,0,2,2
"LMAN2",14,10,10,1,4,4
"SLC34A1",6,5,4,7,1,6
"DBN1",28,15,19,9,4,6
"DBN1",6,3,5,1,1,3
"FAM193B",71,50,60,36,23,40
"TMED9",399,335,271,227,218,267
"RMND5B",5,2,4,2,4,3
"HNRNPAB",91,75,77,45,39,42
"RUFY1",10,9,7,5,10,3
"HNRNPH1",12,18,13,7,8,6
"CBY3",0,1,1,2,0,0
"CANX",167,133,157,125,140,110
"MAML1",3,1,6,1,0,0
"MIR1229",5,3,1,3,0,0
"SQSTM1",15,8,20,1,3,6
"SQSTM1",5,0,7,3,4,1
"LOC100996419",6,2,4,2,6,0
"MRPL36",8,14,8,6,6,5
"MAPK9",0,0,1,0,1,1
"CNOT6",2,1,1,0,1,1
"MGAT1",27,13,18,12,17,17
"MGAT1",4,5,3,2,3,2
"HEIH",8,12,11,2,9,1
"ZFP62",17,18,16,10,9,5
"MIR4638",69,52,63,20,33,36
"RACK1",33,34,27,14,17,22
"CTC-338M12.4",30,15,19,12,15,14
"TRIM52",24,24,14,10,6,11
"SDHA",95,84,72,55,50,63
"CDH12",26,20,13,19,23,20
"CDH12",74,84,72,52,70,49
"CDH10",0,0,0,0,0,0
"HRAT5",2,3,5,1,0,2
"LINC02109",0,0,0,2,1,1
"LOC105374704",5,0,2,3,4,2
"CDH6",0,1,0,0,0,0
"CDH6",0,0,1,0,0,0
"CDH6",0,0,0,0,0,0
"CDH6",1,0,0,0,0,0
"CDH6",0,1,0,0,0,0
"CDH6",247,179,218,56,53,58
"CDH6",99,56,88,20,23,27
"CDH6",68,53,61,23,16,25
"C5orf22",40,17,19,19,14,23
"GOLPH3",260,221,224,149,184,146
"GOLPH3",127,138,128,82,89,78
"MTMR12",79,75,66,62,36,58
"MTMR12",0,1,0,0,1,0
"ZFR",42,30,32,33,27,31
"SUB1",0,0,2,0,0,0
"SUB1",84,73,70,40,50,45
"TARS",126,126,105,86,86,83
"AMACR",4,9,11,2,9,4
"LOC646652",15,15,14,6,7,1
"RAI14",0,1,0,1,0,0
"RAI14",1,1,0,0,0,0
"RAI14",1,2,1,2,0,1
"RAI14",55,32,44,28,33,23
"RAI14",6,3,7,18,3,7
"RAI14",4,5,6,4,3,4
"RAI14",7,8,3,7,2,1
"BRIX1",151,119,101,101,123,96
"PRLR",0,0,0,0,1,0
"SPEF2",1,2,7,4,3,1
"IL7R",0,0,0,0,1,0
"SKP2",140,128,117,107,117,108
"SKP2",99,80,77,84,79,58
"NADK2",10,13,11,10,10,10
"SLC1A3",2,3,3,6,2,5
"SLC1A3",1,0,6,3,2,4
"SLC1A3",15,12,10,26,32,34
"NIPBL",47,34,43,26,28,39
"EXOC3-AS1",4,0,3,2,2,1
"NUP155",134,118,99,78,73,51
"GDNF",14,7,11,6,6,5
"RICTOR",10,16,8,1,5,7
"FYB1",1,2,1,0,0,1
"DAB2",59,57,61,19,24,23
"DAB2",4,1,6,1,1,0
"DAB2",4,4,1,1,2,0
"LINC02104",0,0,0,0,0,0
"LINC02104",1,3,2,2,1,3
"LINC02104",0,0,1,0,0,0
"LINC02104",0,1,2,0,1,2
"LINC02104",0,1,1,2,0,0
"PTGER4",26,21,19,5,10,4
"TTC33",10,9,8,5,2,6
"TTC33",34,46,37,42,27,22
"TTC33",60,52,47,57,22,50
"PRKAA1",9,17,11,11,12,5
"PRKAA1",15,16,13,25,23,22
"PRKAA1",109,92,88,60,60,70
"RPL37",15,18,8,2,15,13
"MROH2B",0,0,0,0,0,0
"C6",1,1,0,2,1,1
"C5orf51",5,0,6,2,8,5
"FBXO4",13,16,20,17,18,25
"GHR",1,3,1,8,10,14
"GHR",4,2,2,12,12,10
"SELENOP",8,11,5,6,7,13
"FLJ32255",31,21,28,13,16,12
"FLJ32255",10,7,7,3,5,7
"LOC648987",6,4,0,4,4,6
"LOC100132356",22,39,22,20,23,21
"ZNF131",5,2,4,1,2,3
"HMGCS1",0,0,0,1,0,0
"CCL28",1,1,0,0,0,0
"TMEM267",20,17,18,8,7,6
"C5orf34",20,11,15,17,12,11
"PAIP1",394,209,284,134,189,147
"NNT",23,20,24,12,14,10
"NNT-AS1",0,0,0,0,0,0
"FGF10-AS1",2,3,3,2,1,2
"FGF10-AS1",0,0,2,0,2,0
"EXOC3-AS1",12,9,15,5,6,4
"MRPS30-DT",32,19,28,24,12,21
"EMB",9,4,5,7,1,4
"EMB",11,9,5,14,12,7
"EMB",9,3,4,11,4,6
"PARP8",16,9,17,7,4,7
"CTD-2297D10.2",12,9,7,0,1,1
"ITGA1",0,0,1,0,1,0
"ITGA1",4,6,0,0,3,3
"PELO",72,57,55,60,74,53
"FST",1,1,1,2,2,0
"NDUFS4",98,96,80,61,53,65
"ICE1",1,1,1,1,1,0
"SNX18",79,46,72,71,62,45
"LOC102467080",3,0,0,1,1,3
"DHX29",18,32,30,21,20,21
"IL6ST",3,1,1,0,0,0
"FLJ31104",12,6,14,10,8,8
"C5orf67",1,4,1,0,0,1
"MAP3K1",16,3,2,2,5,8
"SETD9",11,13,16,8,6,8
"MIER3",1,2,3,2,0,2
"GPBP1",40,57,33,33,34,39
"ACTBL2",1,0,0,1,0,0
"PLK2",8,7,5,0,1,1
"PDE4D",52,31,44,24,33,16
"DEPDC1B",16,10,18,10,20,9
"SMIM15",92,88,102,74,70,48
"KIF2A",6,2,2,4,6,2
"MED10",57,52,46,42,42,35
"SREK1IP1",28,33,16,13,15,14
"CWC27",0,2,0,0,0,1
"CWC27",1,1,0,0,1,0
"TRIM23",67,82,86,56,46,45
"TRIM23",29,27,18,17,14,10
"NLN",26,22,31,17,31,13
"ERBIN",140,96,132,81,92,63
"SREK1",87,75,90,33,57,37
"NSUN2",89,51,67,52,70,49
"MAST4",0,0,0,3,2,1
"MAST4",27,16,19,16,13,12
"TENT4A",0,1,1,0,1,1
"CD180",6,6,3,2,3,3
"PIK3R1",5,6,4,4,2,4
"MIR4278",1,0,1,0,0,0
"CCNB1",227,224,227,143,127,145
"CENPH",43,29,34,48,38,32
"CDK7",134,137,148,106,113,82
"CCDC125",11,11,8,7,0,1
"TAF9",24,32,22,31,27,45
"MARVELD2",7,11,5,13,3,3
"OCLN",4,2,5,4,3,1
"GTF2H2C",8,5,6,7,3,8
"LOC101929599",0,0,0,0,0,0
"LOC101929599",0,0,0,0,0,0
"GTF2H2B",0,0,0,0,0,0
"GTF2H2",0,0,0,0,0,0
"GUSBP9",0,0,0,0,0,0
"TNPO1",3,3,4,1,1,0
"TNPO1",211,221,212,164,202,181
"FCHO2",2,0,2,1,0,0
"BTF3",323,337,303,309,366,308
"UTP15",26,16,22,18,13,16
"ARHGEF28",52,36,36,22,9,22
"ENC1",55,32,38,25,16,16
"FAM169A",11,6,8,8,11,7
"FAM169A",1,6,2,1,3,1
"FAM169A",4,5,4,1,0,2
"GCNT4",2,8,3,2,4,8
"ADCY2",3,0,0,0,0,0
"GCNT4",36,29,29,24,27,22
"HMGCR",2,1,2,1,1,2
"ANKDD1B",10,4,6,2,3,2
"AGGF1",44,21,35,15,25,13
"ZBED3",44,49,52,22,26,27
"TBCA",192,181,158,147,172,144
"LHFPL2",10,2,2,4,4,2
"LHFPL2",8,4,5,5,3,4
"LHFPL2",27,24,31,16,23,17
"MTRR",4,4,3,1,4,5
"LHFPL2",2,2,0,0,1,0
"ARSB",48,23,38,43,49,50
"DMGDH",10,4,7,8,4,8
"HOMER1",2,1,4,2,6,0
"MTX3",9,9,19,18,6,10
"SERINC5",2,2,2,1,0,1
"ZFYVE16",16,17,15,9,14,10
"DHFR",27,23,34,21,27,22
"ZCCHC9",60,58,52,34,46,40
"ACOT12",3,1,5,1,0,2
"ACOT12",1,2,6,2,3,4
"SSBP2",4,3,0,0,0,0
"ATG10",28,23,22,11,25,13
"ATP6AP1L",49,26,37,32,40,28
"MIR3977",3,0,0,0,0,1
"MIR3977",0,1,0,0,0,0
"VCAN-AS1",0,0,0,0,0,0
"COX7C",1174,1038,1101,786,892,765
"MEF2C-AS2",3,1,2,4,3,3
"BRD9",23,17,25,14,16,16
"LOC731157",0,2,2,1,2,2
"ADGRV1",2,2,3,3,1,3
"LUCAT1",3,3,2,0,4,0
"ARRDC3-AS1",20,23,19,16,10,26
"ARRDC3",2,1,5,1,2,0
"NR2F1",38,20,10,11,14,8
"RHOBTB3",56,37,49,43,54,38
"SPATA9",6,12,10,14,5,9
"LINC01554",0,0,2,1,1,4
"LINC01554",3,4,5,3,1,1
"LOC101929710",5,4,3,5,4,3
"MIR583",4,4,4,3,6,6
"MIR583",3,7,1,0,1,2
"MIR583",2,0,0,1,1,1
"PCSK1",4,0,1,5,1,2
"CAST",0,0,0,0,0,0
"LNPEP",12,16,8,7,6,17
"RIOK2",3,5,7,2,3,2
"CHD1",13,24,15,14,9,11
"SIM1",0,0,0,0,0,0
"TFAP2A-AS2",0,0,1,0,0,0
"SIM1",1,0,0,0,0,1
"ASCC3",67,41,44,40,59,35
"GRIK2",0,0,0,0,1,0
"GRIK2",1,0,1,2,0,0
"GRIK2",0,0,0,0,1,0
"GRIK2",1,0,0,0,0,1
"GRIK2",1,0,0,0,1,0
"TFAP2A-AS2",17,18,18,14,13,16
"TFAP2A",1,2,2,3,5,1
"HACE1",0,0,0,1,0,0
"BVES",7,10,7,11,3,3
"GCNT2",1,4,3,0,3,2
"GCNT2",41,38,36,33,38,42
"PREP",10,12,14,9,9,9
"PREP",5,2,5,2,3,0
"PREP",22,18,19,8,13,11
"GCNT2",6,8,9,10,3,10
"ATG5",86,78,91,79,80,59
"QRSL1",54,59,51,35,36,30
"LINC02526",0,1,0,1,2,1
"LINC02526",7,10,10,5,7,9
"LINC02532",29,51,25,17,18,21
"LINC02532",2,0,1,8,0,2
"CD24",2,0,1,1,3,1
"CD24",2,1,4,2,2,3
"C6orf52",7,7,16,10,7,3
"CD24",55,38,34,22,19,18
"C6orf203",16,8,6,4,11,8
"C6orf203",113,116,83,89,45,62
"BEND3",12,5,6,4,3,5
"BEND3",275,269,244,160,146,178
"PDSS2",9,9,9,8,6,11
"PDSS2",16,8,10,20,10,20
"PDSS2",60,51,51,28,28,34
"SOBP",12,13,13,8,7,7
"SOBP",26,36,35,22,19,18
"SOBP",29,27,34,16,18,25
"SCML4",1,0,0,1,0,0
"SEC63",3,8,3,4,3,3
"OSTM1",16,12,19,6,17,14
"SNX3",13,12,10,5,17,7
"AFG1L",15,16,17,5,10,9
"AFG1L",1,8,7,3,2,2
"FOXO3",0,1,0,0,1,0
"SYCP2L",6,12,14,17,9,13
"SESN1",1,8,4,1,3,3
"SESN1",2,3,3,8,6,4
"SESN1",5,2,0,2,4,6
"CD164",8,10,7,6,5,4
"AK9",7,13,8,3,3,3
"ELOVL2-AS1",39,36,51,36,32,38
"ELOVL2-AS1",34,37,33,32,22,33
"WASF1",10,7,11,3,1,2
"METTL24",6,1,2,0,2,2
"METTL24",3,3,5,0,0,2
"ELOVL2-AS1",19,22,25,21,10,19
"ELOVL2-AS1",35,42,29,33,28,32
"ELOVL2",53,37,42,34,42,35
"ELOVL2-AS1",3,0,3,2,4,4
"ELOVL2-AS1",3,0,2,2,1,0
"AMD1",16,13,19,13,13,17
"CDK19",3,2,3,1,0,1
"AMD1",118,109,114,92,80,55
"SMIM13",24,29,32,16,19,14
"GTF3C6",1,1,0,2,0,1
"GTF3C6",190,140,146,79,81,96
"RPF2",13,10,13,21,14,10
"REV3L",9,7,10,5,3,9
"TRAF3IP2",4,3,6,3,5,0
"NEDD9",136,140,133,86,79,87
"NEDD9",27,26,23,17,12,7
"NEDD9",23,21,25,12,12,17
"NEDD9",29,17,31,13,12,14
"NEDD9",54,53,58,34,46,23
"LINC01622",1,0,0,1,2,0
"LINC02518",0,0,0,0,0,0
"LINC02518",0,1,1,0,1,0
"LINC02518",0,0,0,1,4,1
"LINC02518",2,0,1,4,10,3
"LINC02541",0,0,0,0,0,0
"LINC02541",0,0,1,0,0,0
"LINC02541",0,0,0,1,0,0
"NEDD9",1,2,2,0,3,0
"MARCKS",48,59,33,29,32,22
"NEDD9",0,0,2,1,0,3
"HDAC2",13,16,10,4,4,5
"NEDD9",2,1,1,2,3,2
"HS3ST5",1,3,7,1,1,0
"NEDD9",1,5,3,5,2,4
"HS3ST5",2,1,2,0,1,0
"HS3ST5",4,4,2,0,0,3
"HS3ST5",2,0,1,0,0,0
"TMEM170B",0,0,0,0,0,0
"TPI1P3",29,23,24,24,27,18
"TPI1P3",12,15,6,24,18,12
"TPI1P3",22,9,15,20,8,29
"FRK",90,78,81,109,96,132
"NT5DC1",39,42,32,27,42,48
"DSE",23,14,18,4,10,6
"DSE",118,105,83,73,70,60
"DSE",46,50,62,53,42,47
"RWDD1",27,29,33,15,31,28
"RSPH4A",8,9,6,5,4,4
"ZUP1",80,86,86,59,57,35
"KPNA5",36,30,31,20,21,17
"RFX6",1,0,0,0,0,4
"RFX6",1,0,1,1,1,0
"DCBLD1",40,14,33,11,21,13
"GOPC",54,54,49,38,40,30
"ADTRP",0,0,0,0,0,0
"ADTRP",0,0,0,0,0,0
"ASF1A",93,109,110,50,70,59
"ASF1A",17,33,20,19,13,14
"MCM9",14,9,11,11,10,6
"FAM184A",0,0,0,0,0,0
"FAM184A",22,20,27,27,29,12
"FAM184A",41,27,61,66,47,66
"MAN1A1",25,21,22,27,38,32
"MAN1A1",533,427,420,499,500,452
"HIVEP1",2,1,1,1,3,1
"HIVEP1",0,0,1,0,0,0
"GJA1",0,0,0,0,0,0
"HSF2",10,16,11,6,6,10
"SERINC1",126,136,145,72,78,74
"PKIB",106,69,100,79,121,88
"PKIB",21,20,27,8,20,11
"FOXQ1",0,0,0,3,1,1
"SMPDL3A",78,42,43,36,28,25
"CLVS2",0,0,0,0,0,0
"FOXQ1",1,1,1,1,0,0
"EDN1",0,0,0,2,0,0
"EDN1",1,1,1,0,2,0
"EDN1",1,0,1,0,0,0
"EDN1",2,0,0,1,0,0
"EDN1",10,5,15,20,14,13
"EDN1",1,0,0,0,1,0
"NKAIN2",0,0,0,1,0,2
"LINC02530",0,0,0,0,0,0
"RNF217",3,1,3,3,1,4
"NCOA7",4,5,2,1,1,3
"NCOA7",25,11,13,17,14,12
"HINT3",1,1,2,0,1,0
"HINT3",56,47,31,35,45,43
"TRMT11",26,31,30,25,27,18
"FOXQ1",9,5,4,6,2,7
"FOXQ1",9,11,5,9,4,4
"RNF146",41,33,32,29,19,25
"ECHDC1",28,34,29,17,26,31
"ARHGAP18",3,4,7,4,1,7
"ARHGAP18",90,61,69,43,32,39
"L3MBTL3",4,2,4,3,4,2
"SMLR1",3,2,1,2,1,0
"SMLR1",71,54,69,87,86,95
"SMLR1",8,6,10,5,5,10
"SMLR1",222,224,161,129,122,130
"EPB41L2",12,14,13,12,11,6
"FOXQ1",6,7,7,2,6,3
"AKAP7",0,0,0,0,0,0
"ARG1",15,12,19,10,10,8
"MED23",72,61,58,46,42,53
"ENPP1",7,11,6,24,29,26
"CCN2",57,61,35,59,53,50
"CCN2",45,25,26,6,20,11
"CCN2",1,4,5,1,0,0
"CCN2",3,1,6,0,0,1
"CCN2",2,1,1,0,1,0
"FOXQ1",0,0,0,1,0,0
"STX7",19,23,6,9,16,20
"FOXQ1",0,0,0,0,0,1
"TAAR3P",0,1,0,0,0,1
"TAAR1",0,0,0,0,1,0
"LOC100130357",2,1,1,2,0,1
"VNN1",1,3,2,0,1,4
"VNN3",6,12,7,8,11,7
"VNN3",4,3,1,1,2,0
"SLC18B1",0,1,4,1,2,3
"RPS12",5,3,7,2,7,3
"LOC100130357",25,27,21,22,14,18
"TBC1D7",62,34,36,28,23,25
"EYA4",0,0,0,0,1,0
"FOXQ1",0,1,0,0,0,0
"GFOD1",1,2,2,4,4,3
"SGK1",8,2,1,6,5,0
"SGK1",0,0,0,0,0,0
"LOC101928304",0,1,0,0,0,0
"ALDH8A1",0,2,0,0,0,0
"HBS1L",97,91,100,63,81,57
"AHI1",14,9,14,10,10,8
"SIRT5",0,0,0,0,0,2
"SIRT5",4,3,7,3,7,12
"NOL7",6,6,10,4,1,3
"NOL7",72,38,42,51,62,49
"BCLAF1",69,73,63,53,57,55
"BCLAF1",0,1,1,0,0,0
"MAP7",19,11,22,17,8,7
"RANBP9",1,4,1,4,2,1
"IFNGR1",56,52,40,32,33,31
"IFNGR1",2,1,4,9,3,3
"OLIG3",0,0,1,0,1,1
"LOC102723649",2,0,0,0,0,0
"LINC02539",1,2,1,1,0,0
"TNFAIP3",0,0,0,0,1,2
"TNFAIP3",6,8,11,5,7,4
"PERP",2,2,2,1,0,0
"PERP",124,109,125,96,117,107
"MCUR1",44,17,32,32,46,34
"ARFGEF3",9,6,8,7,7,7
"PBOV1",7,9,9,4,4,6
"NHSL1",6,2,2,0,5,3
"NHSL1",13,5,8,6,10,9
"FLJ46906",22,13,9,5,6,5
"REPS1",11,19,18,8,10,9
"ABRACL",5,3,2,1,2,3
"CITED2",1,1,2,1,3,3
"FILNC1",0,0,0,0,0,0
"MIR3668",0,2,0,0,1,0
"MIR4465",0,0,2,0,0,0
"MIR4465",0,0,0,0,1,1
"MIR4465",1,0,0,0,1,0
"NMBR",0,1,0,0,0,0
"NMBR",0,1,1,0,0,1
"LINC01108",0,0,0,0,1,0
"ADGRG6",1,3,0,3,2,1
"ADGRG6",55,59,54,44,37,40
"ADGRG6",6,11,7,14,11,20
"LOC153910",0,2,0,0,0,0
"HIVEP2",9,4,9,2,0,2
"HIVEP2",11,4,8,7,6,4
"AIG1",4,4,5,4,10,3
"LINC01108",0,1,3,5,4,4
"LINC01108",1,2,3,0,2,0
"ADAT2",14,10,18,8,7,6
"FUCA2",395,262,334,186,244,224
"PHACTR2-AS1",4,8,1,1,1,1
"PHACTR2",129,93,116,92,103,100
"PHACTR2",10,14,7,20,15,9
"PHACTR2",8,13,10,17,9,9
"LTV1",30,18,30,19,20,27
"STX11",3,0,0,0,0,1
"UTRN",1,0,5,2,2,2
"UTRN",4,12,5,5,4,1
"UTRN",43,36,36,11,9,22
"UTRN",57,65,78,47,33,26
"SNORA98",21,17,24,10,15,5
"SNORA98",14,17,32,12,12,11
"SNORA98",15,9,19,2,0,4
"SNORA98",19,19,21,12,5,14
"SNORA98",0,0,1,0,0,0
"SNORA98",0,1,0,1,0,2
"LOC100507557",4,1,4,4,2,0
"LOC100507557",7,6,5,2,3,3
"RAB32",12,2,3,4,3,5
"LUADT1",0,0,0,0,1,0
"STXBP5",2,8,5,5,4,1
"LINC01108",0,0,0,0,0,0
"TAB2",4,5,3,4,4,2
"PPIL4",41,28,31,16,13,15
"KATNA1",25,29,31,10,15,17
"LATS1",43,39,39,22,18,16
"PCMT1",274,228,242,100,138,94
"RAET1E-AS1",27,16,12,9,11,13
"LRP11",20,12,13,9,12,9
"PLEKHG1",0,2,0,0,0,0
"PLEKHG1",0,0,0,0,0,0
"PLEKHG1",15,14,20,0,1,3
"MTHFD1L",6,3,3,1,0,1
"MTHFD1L",17,9,7,10,7,6
"MTHFD1L",29,19,25,9,4,11
"ZBTB2",5,3,4,3,2,4
"ARMT1",17,6,10,7,4,8
"ESR1",1,0,0,1,1,0
"JARID2",9,4,7,3,5,11
"FBXO5",80,55,62,35,30,23
"OPRM1",0,1,0,0,0,0
"OPRM1",0,0,0,0,0,0
"OPRM1",0,2,0,0,0,0
"IPCEF1",11,12,10,10,3,6
"CNKSR3",47,26,33,9,18,9
"CNKSR3",0,1,0,0,0,0
"SCAF8",60,49,61,42,25,31
"TIAM2",24,6,10,8,9,1
"TIAM2",2,4,5,4,0,2
"TFB1M",11,7,4,5,0,4
"TFB1M",3,0,0,0,2,0
"ARID1B",2,1,2,0,0,2
"ARID1B",9,13,8,1,3,5
"ARID1B",17,5,12,5,3,5
"TMEM242",2,1,0,0,0,0
"TMEM242",46,37,40,13,14,19
"ZDHHC14",9,5,6,2,0,4
"MIR3692",3,4,9,7,3,0
"MIR3692",1,2,3,1,0,2
"MIR3692",3,2,0,6,0,0
"MIR3692",0,4,0,0,0,1
"SNX9",41,32,32,15,21,10
"SYNJ2",3,4,5,0,2,0
"SYNJ2",39,20,24,6,11,9
"SYNJ2",17,11,23,5,6,4
"SYNJ2",6,8,7,0,2,2
"SYNJ2",29,14,21,4,6,7
"SYNJ2",18,15,16,3,7,2
"SYNJ2",25,12,17,13,5,7
"SYNJ2",5,7,10,4,3,3
"SYNJ2",9,7,9,8,4,1
"GTF2H5",19,12,15,2,6,8
"GTF2H5",1,2,3,2,2,1
"TMEM181",19,12,15,7,7,4
"DYNLT1",23,17,17,5,12,9
"EZR",4,3,0,5,3,1
"C6orf99",3,10,1,2,3,2
"RSPH3",38,36,34,12,5,12
"SOD2",3,2,3,3,2,0
"WTAP",105,98,114,63,36,36
"SOD2-OT1",9,8,9,5,5,3
"MRPL18",8,6,10,4,4,1
"IGF2R",19,17,24,12,4,5
"IGF2R",19,21,18,6,11,9
"LOC729603",1153,927,949,537,375,450
"LOC729603",7,10,9,3,0,6
"SLC22A2",0,0,1,0,0,2
"MAP3K4",11,7,14,8,4,10
"LOC105378098",2,0,2,0,1,1
"PACRG",1,1,0,0,0,0
"PACRG-AS1",0,0,0,0,0,1
"CAHM",4,4,4,0,1,1
"LOC102724152",0,0,0,0,0,0
"ATXN1",3,1,0,0,3,4
"SFT2D1",103,87,90,38,57,50
"MPC1",2,1,2,0,0,0
"ATXN1",22,14,21,11,19,14
"FGFR1OP",53,44,46,27,25,17
"HPAT5",0,1,1,0,0,0
"ATXN1",23,20,16,20,19,25
"UNC93A",3,3,3,0,0,2
"TTLL2",0,7,0,1,0,0
"ATXN1",27,17,16,17,8,20
"TTLL2",0,0,1,0,0,0
"TCP10",2,5,3,2,1,2
"LOC105378127",3,2,1,1,3,3
"LINC02538",1,2,1,0,0,0
"AFDN",20,9,11,4,1,11
"HGC6.3",9,21,19,13,9,15
"HGC6.3",30,25,28,14,16,20
"HGC6.3",26,26,29,17,14,16
"LOC101929420",3,7,4,1,6,5
"LOC101929420",0,0,3,4,4,1
"LOC101929420",2,1,1,1,3,0
"DACT2",1,0,0,0,0,1
"THBS2",2,4,6,3,5,2
"WDR27",5,5,3,7,3,4
"C6orf120",38,34,43,21,30,15
"MIR4644",7,8,6,1,8,7
"TBP",16,17,13,12,5,4
"PDCD2",23,13,14,9,10,6
"STMND1",0,0,0,0,0,0
"RBM24",1,0,0,1,1,1
"CAP2",0,0,0,0,0,0
"CAP2",0,4,4,2,1,3
"FAM8A1",118,99,93,79,104,61
"NUP153",142,122,120,107,104,96
"LOC105374952",124,88,99,91,91,79
